GSM597452.txt	P
GSM597453.txt	P
GSM597454.txt	P
GSM597455.txt	P
GSM597456.txt	P
GSM597457.txt	P
GSM597458.txt	P
GSM597459.txt	P
GSM597460.txt	P
GSM597461.txt	P
GSM597462.txt	P
GSM597463.txt	P
GSM597464.txt	P
GSM597465.txt	P
GSM597466.txt	P
GSM597467.txt	P
GSM597468.txt	P
GSM597469.txt	NP
GSM597470.txt	NP
GSM597471.txt	NP
GSM597472.txt	NP
GSM597473.txt	NP
GSM597474.txt	NP
GSM597475.txt	NP
GSM597476.txt	NP
GSM597477.txt	NP
GSM597478.txt	NP
GSM597479.txt	NP
GSM597480.txt	NP
GSM597481.txt	NP
GSM597482.txt	NP
GSM597483.txt	NP
GSM597484.txt	NP
GSM597485.txt	NP
